Artista,Biografia,Listeners,Playcount,Artistas Similares
Tenth Avenue North,"With its first two albums Tenth Avenue North managed to fuse truth and music in a potent blend that left listeners engaged, entertained and inspired. The band does so yet again on its third Reunion Records album The Struggle, a 12-song collection that explores the themes of grace, forgiveness and redemption through thought-provoking lyrics anchored in an adventurous sonic landscape.

The band’s recent history is pretty impressive. Since its 2008 debut album <a href=""https://www.last.fm/music/Tenth+Avenue+North"">Read more on Last.fm</a>",159385,2882571,MercyMe
Death Cab for Cutie,"
Death Cab for Cutie is an American indie rock band formed in Bellingham, Washington in 1997. The band consists of Ben Gibbard (vocals, guitar, piano), Nicholas Harmer (bass), Jason McGerr (drums), Dave Depper (guitar) and Zac Rae (keyboards).

Death Cab began as a solo project of Ben Gibbard, now the band's vocalist and guitarist. Gibbard took the band name from the satirical song Death Cab for Cutie, performed by The Bonzo Dog Band in The Beatles' 1967 experimental film Magical Mystery Tour. <a href=""https://www.last.fm/music/Death+Cab+for+Cutie"">Read more on Last.fm</a>",3401502,197187000,The Postal Service
Leeland,"Leeland is a Christian pop and rock band hailing from Baytown, TX. The lead singer, Leeland Mooring, was only 17 during the recording of their debut album. Even though their songs have strong Christian lyrics, their melodically-driven sound also holds appeal for those who don't share their faith.

Band members

* Leeland Mooring - Lead vocal, Guitars 
* Casey Moore - lead guitar, background vocals 

Touring musicians

Josias Badillo - bass guitar <a href=""https://www.last.fm/music/Leeland"">Read more on Last.fm</a>",171498,2632606,Elevation Worship
Travis Denning,"A native of Warner Robins, Georgia, singer/songwriter and Mercury Nashville recording artist Travis Denning celebrated his first #1 and PLATINUM certified single with the “shadowy” (Rolling Stone) “After A Few.” Accelerating his ascend from a chart-topping single, the song was taken from his debut EP BEER’S BETTER COLD that debuted in the Top 20 of Billboard’s Country Albums chart. Denning first made waves with the release of his Top 40 debut single “David Ashley Parker From Powder Springs. <a href=""https://www.last.fm/music/Travis+Denning"">Read more on Last.fm</a>",40208,437499,Riley Green
Summer Salt,"There have been at least two artists / groups that use this name.

1)  A band from Austin, Texas, USA.
2) The band fronted by Emi Night from Colorado, USA.

1) Based in Austin, TX, Summer Salt blends vibrant yet breezy vocal harmony and colorful elements of 1960s pop, Bossa Nova and jazz. 

The group was originally formed around the talents of Matthew Terry (vocalist/guitarist) and Eugene Chung (drummer) during their senior year of high school. 
 <a href=""https://www.last.fm/music/Summer+Salt"">Read more on Last.fm</a>",383435,7048692,mellow fellow
Tom Petty,"Thomas Earl Petty (20 October 1950 - 2 October 2017) was an American musician, singer, composer and songwriter best known for fronting Tom Petty and the Heartbreakers. Apart from the band, he released three solo albums: ""Full Moon Fever"" (1989), ""Wildflowers"" (1994) and ""Highway Companion"" (2006). 
 
After working with his early bands The Sundowners, The Epics, and Mudcrutch (which also included future Heartbreakers members Mike Campbell and Benmont <a href=""https://www.last.fm/music/Tom+Petty"">Read more on Last.fm</a>",1628152,25070426,Tom Petty and The Heartbreakers
Jon Langston,"Jon Langston is a singer/songwriter from Loganville, Georgia. Langston first learned to play the guitar in 8th grade, but music wasn’t his main focus until his junior year of college. Langston attended Gardner-Webb University, where he played football.

Country music is Langston's passion, but he has had many different influences that have molded his music style. Garth Brooks, Alan Jackson, and Tim Mcgraw to Guns-n-Roses, Staind, and Lynyrd Skynard have taken part into forming what Jon Langston’s music has become.  <a href=""https://www.last.fm/music/Jon+Langston"">Read more on Last.fm</a>",41750,395814,Sean Stemaly
Dreamers,"Prepare to embark on a journey with Brooklyn’s DREAMERS and their unique brand of ‘70s punk meets power pop. Comprised of Nick Wold (vocals, guitar) and Nelson (bass, backup vocals), DREAMERS were first introduced to the universe in November 2014 with their self-released, self-titled debut EP. Their colorfully passionate music tugged at heartstrings and had tastemakers dancing around the room all in one fell swoop, with praise pouring in from the likes of Billboard <a href=""https://www.last.fm/music/Dreamers"">Read more on Last.fm</a>",330372,5188909,The Unlikely Candidates
Rojo,"There are several artists named ""Rojo"";

1) ""Rojo"" was a band from Hermosillo (Mexico) formed in 2000 by bassist Emmanuel Espinosa, with their eponymous debut album released in 2001.  Emmanuel is also the founder of Reyvol Records. The band split in 2012.

2) ""Rojo"" is an Australian rapper/singer/writer from Brisbane, based in the Gold Coast.

https://soundcloud.com/rojo-lc

1) Since their youth in the early 90s, Emmanuel Espinosa and Rubén González thought about starting their own band. <a href=""https://www.last.fm/music/Rojo"">Read more on Last.fm</a>",25242,382956,Danilo Montero
Chris Janson,"Chris Janson is a country music singer and songwriter from Perryville, Missouri. Janson has charted multiple singles on the Billboard Hot Country Songs and Country Airplay charts, including ""Good Vibes"" and ""Done"", both of which went to #1 on the latter. In addition to his material, Janson has performed on albums by Holly Williams and Lee Brice and has co-written singles for Tim McGraw, LoCash, Randy Houser and Hank Williams Jr. Janson has recorded three full-length albums <a href=""https://www.last.fm/music/Chris+Janson"">Read more on Last.fm</a>",114800,1358399,Jake Owen
Simple Plan,"Simple Plan is a Juno award-winning pop punk band from Montréal, Québec, Canada, formed in 1999. The band members are Pierre Bouvier (lead vocals), Jeff Stinco (lead guitar), Sébastien Lefebvre (rhythm guitar, backing vocals) and Chuck Comeau (drums, percussion). They have released six studio albums: No Pads, No Helmets… Just Balls (2002), Still Not Getting Any (2004), Simple Plan (2008), Get Your Heart On! (2011), Taking One for the Team (2016),  Harder Than It Looks (2022)  and a EP titled Get Your Heart On - The Second Coming! (2013). <a href=""https://www.last.fm/music/Simple+Plan"">Read more on Last.fm</a>",2329466,59324685,Boys Like Girls
Brantley Gilbert,"Brantley Keith Gilbert (born January 20, 1985 in  Jefferson, GA) is a country rock singer, songwriter and record producer from Jefferson, Georgia. He was originally signed to Colt Ford's label, Average Joes Entertainment, where he released Modern Day Prodigal Son and Halfway to Heaven. He is now signed to the Valory division of Big Machine Records where he has released five studio albums—a deluxe edition of Halfway to Heaven, Just as I Am, The Devil Don't Sleep <a href=""https://www.last.fm/music/Brantley+Gilbert"">Read more on Last.fm</a>",275744,3876673,Justin Moore
Sam Hunt,"Sam Lowry Hunt (born December 8, 1984 in Cedartown, Georgia, United States) is an American country singer, songwriter and former college football player. He is known for writing singles for Kenny Chesney, Keith Urban, and Billy Currington. In 2014, Hunt signed with MCA Nashville and released his debut album ""Montevallo"", which includes the number 1 Country Airplay hits ""Leave the Night On"" and ""Take Your Time"".

Sam Hunt co-wrote Kenny Chesney's 2012 hit ""Come Over"", for which he received an ASCAP award. <a href=""https://www.last.fm/music/Sam+Hunt"">Read more on Last.fm</a>",427983,8283193,Russell Dickerson
Goth Babe,"Griffin Washburn, better known by his music alias Goth Babe, is an indie pop artist that began his career in 2015 in Nashville, TN. The name comes from the song ""Goth Babe"" by the band Surf Curse.

Goth Babe began when Griffin Washburn started writing songs in his dorm room. In 2016, he moved beyond his bedroom, with twelve live shows in Tennessee. After pursuing music and modeling in New York City, he moved to the West Coast in 2017. Traveling around California and Oregon in his camper truck <a href=""https://www.last.fm/music/Goth+Babe"">Read more on Last.fm</a>",462474,8210022,Jaguar Sun
American Authors,"Originally Zachary Barnett (vocals), James Adam Shelley (guitar/banjo), Matt Sanchez (drums), and Dave Rublin (bass) started the band ""American Authors"" Boston, Massachusetts in 2012, but soon moved to Brooklyn, New York. As their band name suggests, this quartet writes stories through their music to share their struggles, high and lows, and changes.

Soon after forming, American Authors caught the attention of Island Records, which signed the band to a record deal. <a href=""https://www.last.fm/music/American+Authors"">Read more on Last.fm</a>",996671,10982142,The Mowgli's
Sheryl Crow,"Sheryl Suzanne Crow (born February 11, 1962) is an American blues rock singer, guitarist, bassist, pianist and songwriter. Her music blends country, pop, folk, and blues rock into one mainstream sound, and she has won nine Grammy Awards. Crow is also a noted political activist.

Crow was born in Kennett, Missouri. Her parents were members of a local big band in which her father, an attorney, played trumpet. The family was very musical and owned three pianos. <a href=""https://www.last.fm/music/Sheryl+Crow"">Read more on Last.fm</a>",1671527,21441168,Jewel
Jason Aldean,"Jason Aldean is a country music singer and songwriter. He's had 28 of his 40 singles hit #1 on the Hot Country Songs or Country Airplay charts: ""Why"", ""She's Country"", ""Big Green Tractor"", ""The Truth"", ""Don't You Wanna Stay"" (a duet with Kelly Clarkson), ""Dirt Road Anthem"", ""Fly Over States"", ""Take a Little Ride"", ""The Only Way I Know"" (a collaboration with Luke Bryan and Eric Church), ""Night Train"", ""When She Says Baby"", ""Burnin' It Down"", ""Just Gettin' Started"" <a href=""https://www.last.fm/music/Jason+Aldean"">Read more on Last.fm</a>",943777,16567652,Luke Bryan
Mark Morton,"There are several artists named Mark Morton:

1) Mark Morton is one of the two guitarists of the American heavy metal band Lamb of God.

2) Mark Morton is an American classical double bass player, principal double bassist for the Lubbock Symphony Orchestra and formerly the principal double bass player for the Columbus Symphony Orchestra. <a href=""https://www.last.fm/music/Mark+Morton"">Read more on Last.fm</a>",75786,679979,Tremonti
Andrew Bird,"Andrew Bird (born July 11, 1973) is an American musician. He was born in Lake Bluff, Illinois but currently resides in the Los Angeles area. Bird is a singer, a violinist and, since 2004, a guitarist. He is also an accomplished whistler.

His early work, which echoed gypsy jazz and traditional folk, has led into his current sound, which mixes rock with more broad compositions. His years of solo song-craft have now enabled him to produce a sound that is uniquely his own. <a href=""https://www.last.fm/music/Andrew+Bird"">Read more on Last.fm</a>",1509147,58196665,Fruit Bats
Rammstein,"Rammstein (lit. ""ramming stone"") is a German Neue Deutsche Härte band formed in Berlin in 1994. The band's lineup—consisting of lead vocalist Till Lindemann, lead guitarist Richard Kruspe, rhythm guitarist Paul Landers, bassist Oliver Riedel, drummer Christoph Schneider, and keyboardist Christian ""Flake"" Lorenz—has remained unchanged throughout their history, along with their approach to songwriting, which consists of Lindemann writing and singing the lyrics over instrumental pieces the rest of the band has completed beforehand. <a href=""https://www.last.fm/music/Rammstein"">Read more on Last.fm</a>",2555990,255808572,Lindemann
RADWIMPS,"Radwimps is a Japanese rock band that formed in their first year of highschool in 2001 in Kanagawa, Japan. They play an eccentric mix of rock, punk, funk and jazz. The band achieved great commercial success in 2006 with their album Radwimps 4: Okazu no Gohan, and are best known for their later singles ""Order Made"" (2008) and ""Dada"" (2011), both of which hit number one on Oricon's single charts.

The five original members had been friends since middle school. <a href=""https://www.last.fm/music/RADWIMPS"">Read more on Last.fm</a>",507562,28230587,BUMP OF CHICKEN
The Red Pears,"The Red Pears are an indie/alternative band from El Monte, CA. The band consists of Henry Vargas on guitar and vocals, Jose Corona on drums, and their good friend Patrick Juarez helping on bass. The group started in the summer of 2014, when Jose and Henry got together with talks of forming another band having known each other since high school and playing in different groups, separately and together. Things took off from there as they both shared similar influences, similar backgrounds and similar mindsets and visions. <a href=""https://www.last.fm/music/The+Red+Pears"">Read more on Last.fm</a>",139512,1589103,Junkie
The Steel Woods,"The Steel Woods are an American country music group[1] from Nashville, Tennessee.[2] They play music in the style of music of Southern rock.[3] They released their debut record via Woods Music / Thirty Tigers.

A quartet of Southern rock traditionalists from Nashville, the Steel Woods lay claim to the sound pioneered by Lynyrd Skynyrd. Like Skynyrd, The Steel Woods balance heavy blues-rock with Southern poetry, and they add a bit of plainspoken outlaw country to the mix, as evidenced on their 2017 debut, Straw in the Wind. <a href=""https://www.last.fm/music/The+Steel+Woods"">Read more on Last.fm</a>",25669,311578,Whiskey Myers
Stick Figure,"Stick Figure is a reggae band from California. All music is created by singer Scott Woodruff. Until 2009 he lived in Duxbury, Massachusetts, as Stick Figure all alone. After a long trip to NZ and Bali, he 2011 moved to San Diego to put together a band. 2012 he released the 5th Stick Figure album, Burial Ground. It reached no. 1 on iTunes and Billboard Reggae charts, and has songs as 'Breathe' and 'Weight Of Sound (feat. TJ O'Neill) '. The band then toured in USA with other reggae groups. <a href=""https://www.last.fm/music/Stick+Figure"">Read more on Last.fm</a>",232955,4575619,Rebelution
Walker Hayes,"Walker Hayes (born December 27, 1979) is an American pop country singer. He has charted three singles on Hot Country Songs and has released two albums. Hayes has recorded for both Capitol Records and Monument Records, with his highest chart entry being ""You Broke Up with Me"", from his 2017 album Boom. In August 2021, his song ""Fancy Like"" went viral on TikTok. <a href=""https://www.last.fm/music/Walker+Hayes"">Read more on Last.fm</a>",164454,1663957,Kane Brown
Sublime with Rome,"Sublime with Rome is a collaboration between Eric Wilson and Bud Gaugh of Sublime and Rome Ramirez. Vocalist and guitarist Rome Ramirez joined Wilson and Gaugh to perform classic material and eventually originals. It became clear that Ramirez could not replace Sublime's late lead singer and guitarist, Bradley Nowell, who died in 1996. The answer was to call the band ""Sublime With Rome"" instead of ""Sublime"", to clarify the difference.

Sublime with Rome performed their first gig together in February 2009 near Gaugh's home in Nevada <a href=""https://www.last.fm/music/Sublime+with+Rome"">Read more on Last.fm</a>",124723,2170513,Iration
Dan Bremnes,"My name is Dan Bremnes, and I love music! I love hearing it, writing it, performing it, arranging it, and recording it. It's in my blood! Ever since I was 3 years old I would watch musicians on stage and dream of doing the same thing. When I was 10 years old I started learning the drums and playing regularly at church. I later had the privilage of playing drums for artists, 'Heather Clark' and “Greg Sczebel” for a total of 4 years each. My passion for writing developed when I was around 12 years old when I learned to play guitar. <a href=""https://www.last.fm/music/Dan+Bremnes"">Read more on Last.fm</a>",22538,200903,Alive City
The Beatles,"The Beatles were an English rock band formed in Liverpool, Lancashire in 1960. With the line-up comprising John Lennon, Paul McCartney,  George Harrison and Ringo Starr, they are regarded as the most popular and influential band of all time. The group was integral to the development of 1960s counterculture and popular music's recognition as an art form. Rooted in skiffle, beat and 1950s rock and roll, their sound incorporated elements of classical <a href=""https://www.last.fm/music/The+Beatles"">Read more on Last.fm</a>",5495791,809592484,John Lennon
The Menzingers,"The Menzingers originally formed after the dissolution of Bob And The Sagets, a band local to the Scranton/Wilkes-Barre area of Pennsylvania. With the addition of Greg Barnett the band recorded a demo/self-released album ""A Lesson In The Abuse Of Information Technology"" in 2006.

Shortly thereafter they were signed by Go-Kart Records and re-recorded the songs from ""A Lesson"" and re-released their album with the addition of some new tracks.

At the Fest VII in Gainesville <a href=""https://www.last.fm/music/The+Menzingers"">Read more on Last.fm</a>",233414,15282594,Spanish Love Songs
Arrested Youth,"Arrested Youth is a new class of alternative crafted by singer/songwriter Ian Johnson. Growing up in Louisville, Kentucky, Ian was influenced by genre-blending artists like The Red Hot Chili Peppers and Kid Cudi,  and began writing lyrics at the age of 15. Encouraged by friends and family, he released a series of mixtapes and an EP which made the iTunes Top 25 pop charts.

With success came a strong sense of discouragement regarding the future of his career. <a href=""https://www.last.fm/music/Arrested+Youth"">Read more on Last.fm</a>",189775,3367295,Bohnes
Maná,"There is more than one artist with this name:

1) Maná (note the accent) is a Mexican  rock  group that had its origins near the end of the 1970s in Guadalajara, Jalisco, México. Their sound has strong influences from hard rock and more mellow pop sounds with additional influences from calypso and reggae. They started with the name ""Sombrero Verde"", but in the late 80's it was changed to the current name. They have a long trajectory as musicians and the band underwent two lineup changes in the 90's. <a href=""https://www.last.fm/music/+noredirect/Man%C3%A1"">Read more on Last.fm</a>",647913,13152783,Enanitos Verdes
Official HIGE DANdism,"Official髭男dism stylised as Official HIGE DANdism or short Higedan is a Japanese Pop-rock band formed in 2012 and officialy debuted in 2015. 

The band's name translates to ""Official Bearded Men Club"" even though none of the members have a beard. <a href=""https://www.last.fm/music/Official+HIGE+DANdism"">Read more on Last.fm</a>",269749,7548368,Yuuri
for KING & COUNTRY,"For King & Country is the new band name of the Australian brothers of Rebecca St. James, formerly known as Joel & Luke.


‘’We were born and raised in the southern hemisphere, the land down-under… Australia. And in case you can’t tell, we are brothers.

Since before we can remember, music has been our life’s natural backdrop and soundtrack. Our Father was a music promoter turned entertainment manager which gave us a first hand introduction to a very eclectic mix of music and live shows. <a href=""https://www.last.fm/music/for+KING+&+COUNTRY"">Read more on Last.fm</a>",196817,3411014,TobyMac
Freddie Mercury,"Freddie Mercury (September 5, 1946 – November 24, 1991) was a rock musician, best known as the frontman and lead singer for the English rock band Queen. He is remembered for his powerful vocal abilities and charisma as a live performer. As a songwriter, he composed many international hits, including Killer Queen, Bohemian Rhapsody, Somebody to Love, We Are the Champions, Bicycle Race, Don't Stop Me Now, and Crazy Little Thing Called Love. Mercury died from complications of AIDS, greatly increasing public awareness of the disease. <a href=""https://www.last.fm/music/Freddie+Mercury"">Read more on Last.fm</a>",686912,7651786,Freddie Mercury & Montserrat Caballé
Glass Animals,"Oxfordshire quartet Glass Animals are Dave Bayley, Drew MacFarlane, Edmund Irwin-Singer and Joe Seaward. They grew up together from the age of thirteen and started working together when Dave showed Drew some tracks.

They self-released a 5 track demo in 2012 which form the basis of the 'Leaflings EP', released via Kaya Kaya Records. It included 'Cocoa Hooves', 'Golden Antlers' and 'Cocoa Hooves Part II'.

Having left the confines of their creative hub in the woodlands of Oxfordshire (referred to as The Shed) <a href=""https://www.last.fm/music/Glass+Animals"">Read more on Last.fm</a>",2063349,98774185,Sir Sly
Jon Pardi,"Jon Pardi is an American country music singer and songwriter. Pardi has charted 14 singles on the Billboard Hot Country Songs and Country Airplay charts, with four hitting #1 on the latter: ""Head Over Boots"", ""Dirt On My Boots"", ""Heartache Medication"", and ""Last Night Lonely"". Signed to Capitol Nashville, he has released four studio albums: Write You A Song (2014), California Sunrise (2016), Heartache Medication (2019), and Mr. Saturday Night (2022). Pardi's music style is defined by neotraditional country influences. <a href=""https://www.last.fm/music/Jon+Pardi"">Read more on Last.fm</a>",250622,6338331,Lee Brice
Yungblud,"Dominic Richard Harrison (born 5 August 1997), known professionally as YUNGBLUD (pronounced ""Youngblood""), is an English singer, musician and songwriter. In 2018, he released his first EP, YUNGBLUD, followed shortly after by the album 21st Century Liability.  In 2019, he released another EP, The Underrated Youth. His second album, Weird!, was released in late 2020 and peaked at the top of UK Albums Chart and reached number 75 on US Billboard 200. <a href=""https://www.last.fm/music/Yungblud"">Read more on Last.fm</a>",839677,30751761,
maretu,"MARETU, also known as Gokuaku-P (極悪P) is a VOCALOID producer. His songs usually show rock and dubstep influences. <a href=""https://www.last.fm/music/maretu"">Read more on Last.fm</a>",242691,7674294,きくお
They Are Gutting a Body of Water,"They Are Gutting a Body of Water (TAGABOW) is the indie rock project of Douglas Dulgarian, formerly of Jouska. Originally from Middletown, NY, and currently based in Philadelphia, PA, TAGABOW’s sound involve cryptic lyrics, shadowy shoegaze, and a crushing sadness <a href=""https://www.last.fm/music/They+Are+Gutting+a+Body+of+Water"">Read more on Last.fm</a>",172079,3761929,full body 2
Pacific Avenue," <a href=""https://www.last.fm/music/Pacific+Avenue"">Read more on Last.fm</a>",47455,691374,The Rions
CHON,"Chon (sometimes stylized as CHON) is an American math rock band from San Diego, California. Their music is largely instrumental-based with only a few songs containing vocal performances. The band consists of Mario Camarena (guitar), Erick Hansel (guitar), Esiah Camarena (bass) and Nathan Camarena (drums). On November 8, 2015, Chon stated via their Twitter feed that they parted ways with Drew Pelisek due to 'artistic differences'. It was also confirmed by Drew on a personal account. <a href=""https://www.last.fm/music/CHON"">Read more on Last.fm</a>",240257,7854808,Covet
Fontaines D.C.,"Fontaines D.C. is an Irish post-punk band formed in Dublin in 2014. The band comprises Grian Chatten (vocals), Carlos O'Connell (guitar), Conor Curley (guitar), Conor Deegan III (bass), and Tom Coll (drums). 

After meeting while attending music college, and bonding over a common love of poetry, the band began self-releasing singles and performing live regularly, signing to Partisan Records in 2018. The band's debut album, Dogrel, was released on <a href=""https://www.last.fm/music/Fontaines+D.C."">Read more on Last.fm</a>",545713,28488256,The Murder Capital
Michael W. Smith,"Michael W. Smith (born October 7th, 1957) is an American singer, author, songwriter, guitarist, and keyboardist.

Since his first solo project in 1983, Smith has become one of the most popular artists in the contemporary Christian music world, while also finding considerable success in the mainstream. Smith has frequently topped both Christian radio and Billboard charts and is often listed as one of the top keyboardists in rock and roll in Keyboard Magazine. <a href=""https://www.last.fm/music/Michael+W.+Smith"">Read more on Last.fm</a>",250926,4837340,Steven Curtis Chapman
Skylar Grey,"Skylar Grey (born Holly Brook Hafermann on February 23, 1986), is an American singer-songwriter from Wisconsin. 

As a child, Grey performed professionally with her mother in a folk duo called Generations. In 2003, Grey moved to Los Angeles and recorded a demo under the alias Holly Brook, which would be her stage name for several years. In 2004 she signed a publishing deal with Universal Music Publishing Group and a recording contract with American rock band Linkin Park’s Warner Bros. <a href=""https://www.last.fm/music/Skylar+Grey"">Read more on Last.fm</a>",570601,6833342,Jasmine Thompson
Dirty Heads,"Rooted in the Orange County community of Huntington Beach, the Dirty Heads emerged onto the Southern California music scene with their unique signature blend of acoustic infused hip-hop and classic reggae, creating the perfect soundtrack to an upbeat, sun-soaked California.

Founding band members Jared Watson and guitarist/vocalist Dustin Bushnell met in 1996 while in high school, embarking on a friendship based on music, as well as their shared passion for surfing, skating and the endless party of the laid-back SoCal lifestyle.  <a href=""https://www.last.fm/music/+noredirect/Dirty+Heads"">Read more on Last.fm</a>",216074,2833745,
Danny Gokey,"From his days of long hours as a truck driver to his third place finish on Season Eight of American Idol, Danny Gokey has always been a student of life.  With an artist’s eye for detail and an inquisitive spirit eager to learn from every situation, Gokey has soaked up more life experience than most people twice his age.  From the joyful to the heartbreaking, those experiences infuse Gokey’s 19 Recordings/RCA Nashville debut, My Best Days, a collection <a href=""https://www.last.fm/music/Danny+Gokey"">Read more on Last.fm</a>",71762,945934,Colton Dixon
Dirty Honey,"Dirty Honey is an American rock band from Los Angeles, formed in 2017. It consists of singer Marc Labelle, guitarist John Notto, bassist Justin Smolian, and drummer Corey Coverstone. Their self-titled extended play was self-released in March 2019. The single ""When I'm Gone"" topped the Billboard Mainstream Rock Songs chart, making them the first unsigned band to ever top the chart. Dirty Honey is an iHeartRadio On The Verge Artist.

History:
When vocalist Marc Labelle moved to Los Angeles he met guitarist John Notto. <a href=""https://www.last.fm/music/Dirty+Honey"">Read more on Last.fm</a>",65669,678479,Goodbye June
Badflower,"Badflower is an alternative rock band which was formed in February 2013 in Los Angeles.

Line-up:
Josh Katz (lead vocals / rhythm guitar), Joey Morrow (lead guitar / backing vocals), Anthony Sonetti (drums), Alex Espiritu (bass).

Discography:
- About a Girl (EP, 2013)
- Heroin (Single, 2014)
- Soap (Single, 2015)
- Animal (Single, 2016)
- Temper (EP, 2016)
- Heroin (Rock Edit) (Single, 2017)
- Ghost (Single, 2018)
- x ANA x (Single, 2018)
- Promise Me (Single, 2019) <a href=""https://www.last.fm/music/Badflower"">Read more on Last.fm</a>",231445,7241363,Highly Suspect
Dayglow,"Sloan Struble, known professionally as Dayglow, is an American singer, songwriter, and producer from Aledo, Texas. He began his career by releasing songs on Soundcloud under the name 'Kindred', though he would adopt the name Dayglow soon after.

In 2018, Struble released his debut album 'Fuzzybrain' as he began attending the University of Texas. Fuzzybrain, propelled by social-media virality, was a quick success. This attention prompted Struble's exit from university in favor of focusing on his music full-time. <a href=""https://www.last.fm/music/Dayglow"">Read more on Last.fm</a>",1117754,28782714,Coin
Skillet,"Skillet is an American Christian rock band formed in Memphis, Tennessee, in 1996 by vocalist John Cooper and guitarist Ken Steorts.

The current lineup consists of: John Cooper (lead vocals, bass and acoustic guitar), Korey Cooper (keyboards, synthesizer, rythm guitar and backing vocals), Jen Ledger (drums and backing vocals) and Seth Morrison (lead guitar).

History
Foundation and first years
Skillet formed in 1996 with two members: John Cooper, former vocalist for Tennessee progressive rock band Seraph <a href=""https://www.last.fm/music/Skillet"">Read more on Last.fm</a>",1766746,60954839,Thousand Foot Krutch
Hachioji P,"八王子P, hachioji-P (8#Prince), is one of the most recognized vocaloid composers on Nico Nico Douga.

The total number of plays that all related videos on internet video sites have surpassed 7 million. The songs “Sweet Devil” and “Electric Love” (エレクトリック・ラブ) which were created in collaboration with MMD producer WakamuraP (わかむらP) are his most renowned songs. They boat high-quality promotional videos with an electronic <a href=""https://www.last.fm/music/Hachioji+P"">Read more on Last.fm</a>",95074,1503521,Mitchie M
Tauren Wells,"Tauren Gabriel Wells is an American Christian rock and pop artist and the former frontman for the American Christian pop rock band, Royal Tailor which produced two albums over a five-year career, which garnered two GRAMMY nominations and a New Artist of the Year award from the Gospel Music Association's Dove Awards. In 2014, Wells, along with his wife, launched the Prisma Worship Arts School, a private music academy with multiple locations in the Houston area. <a href=""https://www.last.fm/music/Tauren+Wells"">Read more on Last.fm</a>",61853,1037409,Jordan Feliz
Luke Bryan,"Luke Bryan is a country singer, songwriter, and television personality. He is one of the world's best-selling music artists, with over 75 million records sold. His first ten albums – I'll Stay Me (2007), Doin' My Thing (2009), Tailgates & Tanlines (2011), Crash My Party (2013), Spring Break...Here to Party (2013), Spring Break...Checkin' Out (2015), Kill the Lights (2015), Farm Tour... Here's to the Farmer (2016), What Makes You Country (2017), and Born Here Live Here Die Here (2020) – have included 30 #1 hits. <a href=""https://www.last.fm/music/Luke+Bryan"">Read more on Last.fm</a>",958830,19019239,Jason Aldean
Hot Flash Heat Wave,"Hot Flash Heat Wave is the brainchild of four best friends from Davis, California. During their high school years, they met and bonded through participation in a small, tight-knit community of musicians that put on a slew of DIY shows in parents’ garages and local venues, at the time each playing in a variety of different projects. After leaving Davis for various cities in California, the four eventually reunited in San Francisco to write and record under the same roof. <a href=""https://www.last.fm/music/Hot+Flash+Heat+Wave"">Read more on Last.fm</a>",269009,3204436,The Symposium
Marianas Trench,"Marianas Trench is a Juno award nominated Canadian pop rock band from Vancouver, British Columbia, Canada signed to 604 Records. The band was formed in 2001 and released their first full length album Fix Me on October 3, 2006. Some of the demos the band sent out four years before appear on the album. The band says their biggest musical influences are Queen, Foo Fighters, The Beach Boys and Ben Folds Five.

The band released their second studio album on February 24, 2009 entitled Masterpiece Theatre. <a href=""https://www.last.fm/music/Marianas+Trench"">Read more on Last.fm</a>",275580,12094350,Hedley
"Hamilton, Joe Frank & Reynolds","Hamilton, Joe Frank & Reynolds was a 1970s AM soft rock trio from Los Angeles. The members were Dan Hamilton, Joe Frank Carollo, and Tommy Reynolds. Reynolds left in 1972 and was replaced by Alan Dennison. The group continued to perform as Hamilton, Joe Frank & Reynolds until 1976, when it changed its name to Hamilton, Joe Frank & Dennison. <a href=""https://www.last.fm/music/Hamilton,+Joe+Frank+&+Reynolds"">Read more on Last.fm</a>",77154,390249,Robert John
Yeah Yeah Yeahs,"Yeah Yeah Yeahs is an American rock band formed in New York City in 2000. The group is composed of vocalist Karen O, guitarist Nick Zinner, and drummer Brian Chase. The band has recorded five studio albums; originally signed to independent Touch and Go Records, their first four albums were released by major record label Interscope. The first, Fever to Tell, was released in 2003. The second, Show Your Bones, was released in 2006 and was named the second best album of the year by NME. <a href=""https://www.last.fm/music/Yeah+Yeah+Yeahs"">Read more on Last.fm</a>",3386830,108351750,Metric
Thomas Rhett,"Thomas Rhett Akins, Jr. (born in Valdosta, Georgia) is an American country music singer known professionally as Thomas Rhett. He is the son of singer-songwriter Rhett Akins.[1]
Here is some background information on Thomas Rhett from the Something To Do With My Hands Songfacts. Thomas Rhett grew up in the music industry by means of his singer-songwriter father Rhett Akins. Whilst studying business and communications at Lipscomb University in Nashville, Rhett formed a cover band and began playing frat parties and other gigs they could get. <a href=""https://www.last.fm/music/Thomas+Rhett"">Read more on Last.fm</a>",468731,10996710,Jordan Davis
Phil Wickham,"Phil Wickham is a Contemporary Christian music vocalist/songwriter and guitarist from California. Since 2003, Phil has launched more than a dozen releases, including: Give You My World (2003), a self-titled album (2006), Cannons (2007), Singalong(2008), Heaven and Earth(2009), Response(2011), Singalong 2 (2012), The Ascension (2013), Singalong 3 (2015), Children of God (2016), Living Hope (2018), Hymn of Heaven (2021) and I Believe (2023).

Born in Orange County, Phil Wickham is the son of the well-known worship leader John Wickham. <a href=""https://www.last.fm/music/Phil+Wickham"">Read more on Last.fm</a>",199869,4948715,Elevation Worship
